"_id",address,area,direction,price,region,rooms,title,traffic
5cd8fd4e66ce8e8c77f592e1,开发区-安盛-德泰时代广场,119,"朝南北
            ",8500,开发,3室2厅,德泰时代广场 精装修3室 配套齐全 位置好 近轻轨站,
5cd8fd4e66ce8e8c77f592e2,开发区-湾里-金湾新城,68,"朝南北
            ",750,开发,2户合租,湾里东 2室1厅 1300元,
5cd8fd4e66ce8e8c77f592e3,开发区-万国-凯伦凯越,70,"朝南
            ",1700,开发,1室1厅,凯伦温泉旁1居室近体育公园视野好配置全实景拍摄拎包入住急租,
5cd8fd4e66ce8e8c77f592e4,开发区-安盛-新星里,40,"朝南
            ",1500,开发,1室1厅,"新星里6楼精装,拎包入住家电齐全",
5cd8fd4e66ce8e8c77f592e5,开发区-金石滩-金石明珠,1450,"朝南
            ",1450,开发,2室1厅,金石滩 金石明珠 家具家电齐全 拎包入住 1450元,
5cd8fd4e66ce8e8c77f592e6,开发区-滨海路-华润海中国三期,155,"朝南北
            ",4600,开发,3室2厅,华润海中国三期前排海景房装修杠杠的配置全拎包入住看房随时,
5cd8fd4e66ce8e8c77f592e7,开发区-倚山里-倚山里,90,"朝南北
            ",2000,开发,2室1厅,"倚山里交通便利,金马商圈,,拎包入住",
5cd8fd4e66ce8e8c77f592e8,开发区-万国-万国宫馆三期,55,"朝南
            ",1900,开发,1室1厅,万国宫馆三期精装一居室拎包入住配置齐全包物业取暖看房随时,
5cd8fd4e66ce8e8c77f592e9,开发区-安盛-安盛花园,41,"朝南
            ",1500,开发,1室1厅,安盛花园一室精装修 楼层好 采光足 家具家电齐全,
5cd8fd4e66ce8e8c77f592ea,开发区-金石滩-万达金石天成,58,"朝南
            ",1500,开发,1室1厅,万达金石天成 拎包入住 家电齐全 包物业取暖 1500/月,
5cd8fd4e66ce8e8c77f592eb,开发区-滨海路-华润海中国三期,100,"朝南北
            ",3000,开发,2室2厅,华润海中国三期精装二居室配置全包物业取暖拎包入住看房随时急租,
5cd8fd4e66ce8e8c77f592ec,开发区-金石滩-鲁能优山美地,110,"朝南北
            ",3800,开发,3室1厅,金石滩鲁能泰山七号 精装修 3800 包物业取暖,
5cd8fd4e66ce8e8c77f592ed,开发区-岗西-岗松里,84,"朝南北
            ",1800,开发,3室1厅,"开发区岗松里核心位置,出租,家电齐全,三室一厅!",
5cd8fd4e66ce8e8c77f592ee,开发区-万国-金马杰座,48,"朝西
            ",2000,开发,1室1厅,出租 金马杰座 精装修 一室一厅 干净整洁 适合上班族 情侣居住,
5cd8fd4e66ce8e8c77f592ef,开发区-东城-东城天下,50,"朝南
            ",1350,开发,1室1厅,南北通透 两室一厅 屋里干净,
5cd8fd4e66ce8e8c77f592f0,开发区-金石滩-鲁能优山美地,114,"朝南北
            ",3200,开发,3室2厅,金石滩鲁能泰山七号 精装修 3200 包物业取暖,
5cd8fd4e66ce8e8c77f592f1,开发区-万国-亿锋广场,45,"朝南
            ",2000,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房 家具家电齐全 拎包入,
5cd8fd4e66ce8e8c77f592f2,开发区-万国-亿锋广场,46,"朝南
            ",1800,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房,
5cd8fd4e66ce8e8c77f592f3,开发区-海富-九龙汇,83,"朝东南
            ",1700,开发,2室2厅,九龙汇 2室2厅环境好 采光好 新隆嘉超市 九龙汇广场 随时看房,
5cd8fd4e66ce8e8c77f592f4,开发区-安盛-德泰时代广场,138,"朝南北
            ",8000,开发,3室2厅,德泰时代广场 精装修3室 南北通厅 配套齐全 随时看房,
5cd8fd4e66ce8e8c77f592f5,开发区-万国-亿锋广场,46,"朝南
            ",1900,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房,
5cd8fd4e66ce8e8c77f592f6,开发区-滨海路-华润海中国二期,88,"朝南
            ",2600,开发,2室2厅,华润海中国二期 视野开阔 采光充足,
5cd8fd4e66ce8e8c77f592f7,开发区-红梅-君悦豪庭,57,"朝北
            ",1500,开发,1室1厅,君悦豪庭精装1居室家具家电全拎包入住包物业取暖房主急租,
5cd8fd4e66ce8e8c77f592f8,开发区-万国-万国宫馆三期,53,"朝东
            ",1800,开发,1室1厅,万国宫馆三期精装1居室房主着急租配置齐全拎包入住看房随时,
5cd8fd4e66ce8e8c77f592f9,开发区-红梅-世元国际公寓,40,"朝西
            ",1600,开发,1室1厅,世元国际只・租1600出租全新配置随时看房,
5cd8fd4e66ce8e8c77f592fa,开发区-红星海-红星海世界观三期,68,"朝南
            ",2100,开发,2室1厅,红星海三期境界 2室出租,
5cd8fd4e66ce8e8c77f592fb,开发区-金石滩-鲁能优山美地,95,"朝南北
            ",3500,开发,2室2厅,金石滩美国旁 鲁能优山美地琴海园 精装修 3500元,
5cd8fd4e66ce8e8c77f592fc,开发区-安盛-东北明珠,90,"朝南
            ",2600,开发,2室2厅,万达 安盛 轻轨站旁 东北明珠 2室出租 看房提前打电话,
5cd8fd4e66ce8e8c77f592fd,开发区-湾里-湾里南,73,"朝南
            ",1550,开发,2室1厅,湾里南 2室1厅 装修保持好,
5cd8fd4e66ce8e8c77f592fe,开发区-万国-金科清都记忆,63,"朝南
            ",1800,开发,1室1厅,真照片 金科清都记忆 价房子 标准一室一厅,
5cd8fd4e66ce8e8c77f592ff,开发区-万国-万国宫馆三期,58,"朝南
            ",1900,开发,1室1厅,万国宫馆三期精装1室配置全拎包入住看房随时包物业取暖房主急租,
5cd8fd5166ce8e8c77f59300,开发区-湾里-湾里南,69,"朝南北
            ",1700,开发,2室1厅,湾里南 楼层好 家电齐全 拎包入住,
5cd8fd5166ce8e8c77f59301,开发区-松峪里-北欧假日,79,"朝西北
            ",2800,开发,2室1厅,北欧假日.出租.精装两室.有空调.着急出租.价格可议,
5cd8fd5166ce8e8c77f59302,开发区-滨海路-华润海中国三期,65,"朝南
            ",2200,开发,1室1厅,华润海中国一室一厅出租配置拎包入住包物业取暖房主急租,
5cd8fd5166ce8e8c77f59303,开发区-东城-东城天下,50,"朝南
            ",1300,开发,1室1厅,南北通透 两室一厅 屋里干净,
5cd8fd5166ce8e8c77f59304,开发区-海富-瑞仕尚城,58,"朝南
            ",1600,开发,1室1厅,瑞士商城 精装 两室 设施齐全 看房免费 急租,
5cd8fd5166ce8e8c77f59305,开发区-滨海路-恒大公园大道,175,"朝南北
            ",6800,开发,3室2厅,恒大公园大道精装三居室拎包入住家具家电齐全一线海景房小区,
5cd8fd5166ce8e8c77f59306,开发区-金石滩-阳光地中海,111,"朝南北
            ",2500,开发,3室2厅,金石滩 阳光地中海 111平三室两厅,
5cd8fd5166ce8e8c77f59307,开发区-松峪里-北欧假日,67,"朝东北
            ",1850,开发,1室1厅,北欧假日 一室房子 居住舒适 诚心出租,
5cd8fd5166ce8e8c77f59308,开发区-西山-银帆国际,97,"朝南北
            ",2750,开发,3室1厅,金马路轻轨站旁银帆国际 精装南北通厅三室 两部空调 价格可议,
5cd8fd5166ce8e8c77f59309,开发区-万国-万国宫馆,55,"朝南
            ",1800,开发,1室1厅,"万国公馆豪华装修,欧式家具,公主床,随时看房",
5cd8fd5166ce8e8c77f5930a,开发区-万国-亿锋广场,83,"朝南北
            ",3000,开发,3室2厅,亿锋广场.精装三室.中间楼层.采光好.,
5cd8fd5166ce8e8c77f5930b,开发区-红星海-红星海世界观郡墅二号,157,"朝南北
            ",15000,开发,3室2厅,红星海郡墅 佰万壕装 艏次出租 一线海景出门商业街,
5cd8fd5166ce8e8c77f5930c,开发区-金石滩-鲁能优山美地,88,"朝南北
            ",2500,开发,2室2厅,金石滩鲁能琴海园 近美国 3楼精装修 拎包入住,
5cd8fd5166ce8e8c77f5930d,开发区-安盛-东北明珠,86,"朝南
            ",2800,开发,2室2厅,房主急租东北明珠婚房装修温馨干净近轻轨万达广场,
5cd8fd5166ce8e8c77f5930e,开发区-万国-左岸经典,60,"朝东
            ",1400,开发,1室1厅,左岸经典 拎包入住 年轻人聚集地,
5cd8fd5166ce8e8c77f5930f,开发区-海富-绿洲半岛北岸,53,"朝南
            ",1400,开发,1室1厅,绿洲半岛北岸 一室一厅 精装修 家电齐全,
5cd8fd5166ce8e8c77f59310,开发区-海富-海富经典,93,"朝南北
            ",2800,开发,2室2厅,海富经典豪华装修两室两厅中间楼层实际面积120平,
5cd8fd5166ce8e8c77f59311,开发区-西山-远洋壹中心,45,"朝北
            ",1800,开发,1室1厅,为你而选为你为家 远洋壹中心 1室1厅 45平,
5cd8fd5166ce8e8c77f59312,开发区-松峪里-北欧假日,62,"朝北
            ",1900,开发,1室1厅,北欧假日.独立一室.家具家电齐全.拎包入住.,
5cd8fd5166ce8e8c77f59313,开发区-万国-金马杰座,70,"朝东南
            ",2200,开发,2室1厅,金马杰座样板间出租价格美丽配置全拎包入住实景拍摄看房随时,
5cd8fd5166ce8e8c77f59314,开发区-金石滩-金石明珠,89,"朝南北
            ",1600,开发,2室2厅,房源真实有效看房随时恭候,
5cd8fd5166ce8e8c77f59315,开发区-金石滩-鲁能优山美地,320,"朝南北
            ",8500,开发,3室2厅,读家房 2年起租 含物业取暖随时看房 近海边 美国 便宜,
5cd8fd5166ce8e8c77f59316,开发区-滨海路-华润海中国二期,60,"朝南
            ",2200,开发,1室1厅,华润海中国二期 标准一室一厅 D一次出租 家电齐全 我有钥匙,
5cd8fd5166ce8e8c77f59317,开发区-红星海-红星海世界观视界二号,109,"朝南
            ",4300,开发,2室1厅,滨海路红星海商业街附近4300元好房急租,
5cd8fd5166ce8e8c77f59318,开发区-金石滩-阳光地中海,118,"朝南北
            ",3000,开发,3室2厅,阳光地中海 精装三室 家电家具齐全 包物业取暖 3000/月!,
5cd8fd5166ce8e8c77f59319,开发区-万国-正泰园,67,"朝南
            ",1900,开发,2室1厅,"正泰园俩室一厅,精装修,拎包入住",
5cd8fd5166ce8e8c77f5931a,开发区-滨海路-华润海中国二期,88,"朝南
            ",3000,开发,2室2厅,华润海中国二期 装修杠杠的 房主诚心租 看房提前联系,
5cd8fd5166ce8e8c77f5931b,开发区-松峪里-北欧假日,85,"朝南
            ",2500,开发,2室1厅,"真是,照片北欧假日豪华装修手次出租有钥匙",
5cd8fd5166ce8e8c77f5931c,开发区-万国-亿锋广场,120,"朝南北
            ",3200,开发,3室2厅,亿锋广场新上3室装修保持好家具家电齐全实景拍摄随时看房急租,
5cd8fd5166ce8e8c77f5931d,开发区-松峪里-北欧假日,141,"朝南北
            ",3800,开发,3室2厅,出租 北欧假日 精装3室 南北通透 视野好 家的感觉 近公园,
5cd8fd5466ce8e8c77f5931e,开发区-湾里-湾里东,61,"朝南
            ",1400,开发,2室1厅,湾里东 2室1厅 楼层好,
5cd8fd5466ce8e8c77f5931f,开发区-滨海路-华润海中国三期,90,"朝南北
            ",3300,开发,2室1厅,开发区 华润海中国 欧式家具 豪华装修 另有万国宫馆多套出租,
5cd8fd5466ce8e8c77f59320,开发区-滨海路-华润海中国,133,"朝南北
            ",5000,开发,3室2厅,真照片华润海中国 三室 豪华装修 家电家具 一线海景,
5cd8fd5466ce8e8c77f59321,开发区-安盛-东北明珠,89,"朝南北
            ",2500,开发,2室2厅,急租!东北明珠 精装两室靠轻轨万达 包物业包取暖 看房方便,
5cd8fd5466ce8e8c77f59322,开发区-红梅-君悦豪庭,90,"朝南
            ",2700,开发,2室1厅,君悦豪庭精装2居室配置全拎包入住实景拍摄看房随时房主急租,
5cd8fd5466ce8e8c77f59323,开发区-万国-万国宫馆三期,50,"朝南
            ",2300,开发,1室1厅,万国公馆三期小户型出租 精装修 三包,
5cd8fd5466ce8e8c77f59324,开发区-西山-远洋壹中心,73,"朝东北
            ",3600,开发,1室0厅,为你而选为你为家 远洋壹中心 1室0厅 72平,
5cd8fd5466ce8e8c77f59325,开发区-滨海路-海湾城,136,"朝南北
            ",3500,开发,3室2厅,精装标准 三室户型 看房方便,
5cd8fd5466ce8e8c77f59326,开发区-滨海路-华润海中国四期,86,"朝南
            ",2400,开发,2室1厅,华润海中国四期精装修低价房源,
5cd8fd5466ce8e8c77f59327,开发区-滨海路-华润海中国,88,"朝南
            ",2600,开发,2室1厅,"华润一期,精装修,海景房,随时看房",
5cd8fd5466ce8e8c77f59328,开发区-岗西-新辰里,51,"朝南北
            ",1100,开发,2室1厅,为你而选为你为家 新辰里 2室1厅 51平,
5cd8fd5466ce8e8c77f59329,开发区-滨海路-华润海中国二期,88,"朝南
            ",4300,开发,2室1厅,金碧辉煌 装修花了70多万 华润海中国豪装两室,
5cd8fd5466ce8e8c77f5932a,开发区-安盛-亿锋现代城,102,"朝南北
            ",3000,开发,2室2厅,亿锋现代城新上2居室小区xi缺房源出租配置全带空调拎包入住,
5cd8fd5466ce8e8c77f5932b,开发区-滨海路-华润海中国四期,133,"朝南北
            ",5000,开发,3室2厅,真照片华润海中国 三室 豪华装修 家电家具 一线海景,
5cd8fd5466ce8e8c77f5932c,开发区-东城-东城天下,45,"朝南
            ",1300,开发,1室1厅,东城天下 一室一厅 超低价格 1300 随时看房 拎包入住,
5cd8fd5466ce8e8c77f5932d,开发区-东山-东山小区,58,"朝南北
            ",1300,开发,1室1厅,东山小区 交通便利 南北通透拎包入住 干净 采光好,
5cd8fd5466ce8e8c77f5932e,开发区-松峪里-北欧假日,49,"朝南
            ",1600,开发,1室1厅,北欧假日.童牛岭.精装南向独立一室.家具家电齐全.拎包入住.,
5cd8fd5466ce8e8c77f5932f,开发区-滨海路-华润海中国二期,88,"朝南
            ",3000,开发,2室2厅,华润海中国二期 装修杠杠的 房主诚心租 看房提前联系,
5cd8fd5466ce8e8c77f59330,开发区-金石滩-万达金石天成,102,"朝南北
            ",1980,开发,3室2厅,全新布置精装修100平大房押一付一,
5cd8fd5466ce8e8c77f59331,开发区-东城-东城天下,45,"朝南
            ",1350,开发,1室1厅,东城天下 一室一厅 屋里干净 随时看房 拎包入住,
5cd8fd5466ce8e8c77f59332,开发区-松峪里-北欧假日,79,"朝西北
            ",2800,开发,2室1厅,北欧假日.出租.精装两室.有空调.着急出租.价格可议,
5cd8fd5466ce8e8c77f59333,开发区-松峪里-北欧假日,37,"朝东
            ",1500,开发,1室1厅,"北欧假日一室,户型好,房主诚心出租",
5cd8fd5466ce8e8c77f59334,开发区-万国-亿锋广场,83,"朝南北
            ",3000,开发,3室2厅,亿锋广场.精装三室.中间楼层.采光好.,
5cd8fd5466ce8e8c77f59335,开发区-万国-万国宫馆三期,58,"朝南
            ",1900,开发,1室1厅,万国宫馆三期精装1室配置全拎包入住看房随时包物业取暖房主急租,
5cd8fd5466ce8e8c77f59336,开发区-万国-亿锋广场,31,"朝西北
            ",1600,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房 家具家电齐全 拎包入,
5cd8fd5466ce8e8c77f59337,开发区-湾里-金湾新城,68,"朝南北
            ",750,开发,2户合租,湾里东 2室1厅 1300元,
5cd8fd5466ce8e8c77f59338,开发区-湾里-港湾观海,59,"朝南
            ",800,开发,2户合租,港湾观海 2室1厅 电梯房,
5cd8fd5466ce8e8c77f59339,开发区-滨海路-恒大公园大道,175,"朝南北
            ",6800,开发,3室2厅,恒大公园大道精装三居室拎包入住家具家电齐全一线海景房小区,
5cd8fd5466ce8e8c77f5933a,开发区-滨海路-恒大公园大道,78,"朝南
            ",3000,开发,1室1厅,公园大道精装一居室一线海景房配置全拎包入住看房随时房主急租,
5cd8fd5466ce8e8c77f5933b,开发区-金石滩-鲁能优山美地,95,"朝南北
            ",3000,开发,2室2厅,金石滩鲁能琴海园 近美国 2楼精装修 拎包入住,
5cd8fd5766ce8e8c77f5933c,开发区-万国-亿锋广场,46,"朝南
            ",1900,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房,
5cd8fd5766ce8e8c77f5933d,开发区-松峪里-北欧假日,48,"朝南
            ",1700,开发,1室1厅,北欧假日 一室房子 居住舒适 诚心出租,
5cd8fd5766ce8e8c77f5933e,开发区-金石滩-阳光地中海,4000,"朝南
            ",4000,开发,4室3厅,金石滩 枫叶旁阳光地中海 精装修 拎包入住 4000元,
5cd8fd5766ce8e8c77f5933f,开发区-金石滩-阳光地中海,111,"朝南北
            ",2500,开发,3室2厅,金石滩 阳光地中海 111平三室两厅,
5cd8fd5766ce8e8c77f59340,开发区-松峪里-北欧假日,37,"朝东
            ",1600,开发,1室1厅,"北欧假日一室,采光好,诚心出租,拎包入住",
5cd8fd5766ce8e8c77f59341,开发区-万国-亿锋广场三期,80,"朝南
            ",2300,开发,2室1厅,亿锋广场精装2居室配置全拎包入住包物业取暖随时可以入住急租,
5cd8fd5766ce8e8c77f59342,开发区-金石滩-万达金石天成,58,"朝南
            ",1500,开发,1室1厅,万达金石天成 拎包入住 家电齐全 包物业取暖 1500/月,
5cd8fd5766ce8e8c77f59343,开发区-红星海-红星海世界观三期,68,"朝南
            ",2100,开发,2室1厅,红星海三期境界 2室出租,
5cd8fd5766ce8e8c77f59344,开发区-万国-金马杰座,54,"朝南
            ",2300,开发,2室1厅,出租 金马杰座 精装修两室一厅 近轻轨 交通便利 拎包入住,
5cd8fd5766ce8e8c77f59345,开发区-倚山里-大连开发区万达广场,50,"朝南
            ",2000,开发,1室1厅,"采光好,地理位置,拎包入住",
5cd8fd5766ce8e8c77f59346,开发区-滨海路-华润海中国三期,100,"朝南北
            ",3000,开发,2室2厅,华润海中国三期精装二居室配置全包物业取暖拎包入住看房随时急租,
5cd8fd5766ce8e8c77f59347,开发区-金石滩-金石城,89,"朝南北
            ",2500,开发,2室2厅,金石滩 金石城2室精装修 家具家电齐全 2500元 拎包入住,
5cd8fd5766ce8e8c77f59348,开发区-湾里-湾里南,70,"朝南北
            ",1500,开发,2室1厅,湾里南 两室一厅 拎包入住 可做饭 可洗澡,
5cd8fd5766ce8e8c77f59349,开发区-东城-东城天下,44,"朝南
            ",1300,开发,1室1厅,东城天下 一室出租 精装修 家电齐全 配套成熟 交通方便,
5cd8fd5766ce8e8c77f5934a,开发区-万国-万隆达金领地,41,"朝南
            ",1500,开发,1室0厅,"1500每月,家具家电齐全,出租,看房方便,步行300米到",
